
"KS402EW - Tenure"
"ONS Crown Copyright Reserved [from Nomis on 25 January 2017]"
"Population :","All households"
"Units      :","Households"
"Date       :","2011"
"Rural Urban:","Total"

"2011 super output area - lower layer","mnemonic","All households","Owned","Shared ownership (part owned and part rented)","Social rented","Private rented","Living rent free"
"Haringey 028A","E01002016",864,353,8,260,237,6
"Haringey 028B","E01002017",751,335,12,142,252,10
"Haringey 028C","E01002059",710,322,13,237,132,6
"Haringey 028D","E01002060",763,428,3,110,216,6
"Haringey 029A","E01002050",467,213,6,55,190,3
"Haringey 029B","E01002051",667,160,8,234,257,8
"Haringey 029C","E01002052",526,208,37,107,171,3
"Haringey 029D","E01002055",456,194,9,61,190,2
"Haringey 030A","E01001994",760,421,1,65,267,6
"Haringey 030B","E01002008",643,378,1,88,151,25
"Haringey 030C","E01002010",718,360,4,192,149,13
"Haringey 030D","E01002011",761,358,6,117,259,21
"Haringey 031A","E01002000",690,336,5,73,272,4
"Haringey 031B","E01002001",677,296,6,67,303,5
"Haringey 031C","E01002002",781,242,16,114,391,18
"Haringey 031D","E01002058",681,210,40,125,302,4
"Haringey 032A","E01002053",663,180,8,294,174,7
"Haringey 032B","E01002054",697,126,3,416,131,21
"Haringey 032C","E01002056",841,236,18,326,243,18
"Haringey 032D","E01002057",557,206,14,148,180,9
"Haringey 033A","E01001984",867,397,7,116,339,8
"Haringey 033B","E01001985",769,465,1,53,243,7
"Haringey 033C","E01001987",805,509,2,24,264,6
"Haringey 033D","E01001989",766,439,11,105,208,3
"Haringey 034A","E01001986",744,391,11,109,228,5
"Haringey 034B","E01001988",881,387,4,117,358,15
"Haringey 034C","E01001990",982,352,26,68,529,7
"Haringey 034D","E01002062",855,394,4,118,327,12
"Haringey 035A","E01002005",818,301,2,60,449,6
"Haringey 035B","E01002006",808,382,2,59,357,8
"Haringey 035C","E01002007",799,419,2,37,328,13
"Haringey 035D","E01002009",708,400,0,28,273,7
"Haringey 036A","E01002061",703,368,3,88,239,5
"Haringey 036B","E01002063",713,278,4,198,226,7
"Haringey 036C","E01002064",648,227,2,237,178,4
"Haringey 036D","E01002065",815,248,4,205,343,15
"Haringey 037A","E01002034",811,107,26,462,192,24
"Haringey 037B","E01002038",692,86,30,313,253,10
"Haringey 037C","E01002041",736,191,45,283,190,27
"Haringey 037D","E01032575",672,109,64,343,144,12
"Islington 001A","E01002755",635,135,2,431,61,6
"Islington 001B","E01002756",610,246,8,195,157,4
"Islington 001C","E01002758",709,108,2,469,124,6
"Islington 001D","E01002804",754,150,2,406,188,8
"Islington 001E","E01002807",824,173,13,400,228,10
"Islington 001F","E01002811",694,198,2,384,102,8
"Islington 002A","E01002753",626,147,10,291,164,14
"Islington 002B","E01002754",614,295,3,130,180,6
"Islington 002C","E01002757",590,245,1,243,92,9
"Islington 002D","E01002759",659,338,2,168,149,2
"Islington 002E","E01002760",626,151,6,367,94,8
"Islington 002F","E01002772",871,282,21,296,262,10
"Islington 003A","E01002735",777,150,3,291,324,9
"Islington 003B","E01002805",758,185,4,207,346,16
"Islington 003C","E01002806",721,312,1,255,148,5
"Islington 003D","E01002808",857,296,17,261,272,11
"Islington 003E","E01002809",700,232,10,260,192,6
"Islington 003F","E01002810",748,212,13,365,153,5
"Islington 004A","E01002768",851,193,40,433,180,5
"Islington 004B","E01002770",718,258,1,200,250,9
"Islington 004C","E01002771",659,183,3,311,150,12
"Islington 004D","E01002773",696,133,7,464,86,6
"Islington 004E","E01002774",1005,240,6,460,284,15
"Islington 005A","E01002732",821,114,11,520,166,10
"Islington 005B","E01002734",696,44,2,401,239,10
"Islington 005C","E01002736",595,70,1,450,60,14
"Islington 005D","E01002737",788,143,1,493,142,9
"Islington 005E","E01002751",880,142,8,557,165,8
"Islington 006A","E01002742",675,340,1,114,215,5
"Islington 006B","E01002747",675,297,3,138,230,7
"Islington 006C","E01002748",667,159,9,315,178,6
"Islington 006D","E01002749",534,190,2,238,95,9
"Islington 006F","E01033493",701,140,49,30,473,9
"Islington 006G","E01033494",630,314,2,128,186,0
"Islington 007A","E01002730",812,225,7,215,359,6
"Islington 007B","E01002731",1164,392,5,244,503,20
"Islington 007C","E01002733",598,275,10,97,203,13
"Islington 007D","E01002763",603,142,2,256,192,11
"Islington 008A","E01002769",847,316,6,279,237,9
"Islington 008B","E01002785",840,376,10,212,235,7
"Islington 008C","E01002788",916,381,7,222,290,16
"Islington 008D","E01002789",810,460,2,137,204,7
"Islington 009A","E01002738",839,338,3,289,195,14
"Islington 009B","E01002741",656,147,6,376,120,7
"Islington 009C","E01002743",726,264,1,250,206,5
"Islington 009D","E01002744",722,279,2,255,171,15
"Islington 009E","E01002752",651,218,0,311,115,7
"Islington 010A","E01002764",796,225,3,363,187,18
"Islington 010B","E01002783",718,159,9,386,152,12
"Islington 010C","E01002784",732,176,18,377,156,5
"Islington 010D","E01002786",828,161,3,418,229,17
"Islington 010E","E01002787",578,109,4,311,147,7
"Islington 011C","E01002762",889,299,9,246,326,9
"Islington 011D","E01002767",982,261,30,491,178,22
"Islington 011E","E01033486",425,99,10,213,97,6
"Islington 011F","E01033487",595,134,67,116,276,2
"Islington 011G","E01033488",557,89,1,321,135,11
"Islington 011H","E01033491",869,189,24,248,391,17
"Islington 011I","E01033492",687,91,99,174,321,2
"Islington 012A","E01002777",833,254,19,331,211,18
"Islington 012B","E01002778",743,111,5,483,136,8
"Islington 012C","E01002779",820,285,20,253,258,4
"Islington 012D","E01002781",598,147,1,339,104,7
"Islington 012E","E01002782",616,100,4,411,86,15
"Islington 013A","E01002739",816,372,12,219,206,7
"Islington 013B","E01002740",806,416,2,126,255,7
"Islington 013C","E01002745",681,307,3,200,162,9
"Islington 013D","E01002795",863,233,8,321,287,14
"Islington 013E","E01002796",496,156,2,195,139,4
"Islington 014A","E01002716",1079,178,35,614,237,15
"Islington 014B","E01002718",799,311,2,184,295,7
"Islington 014C","E01002721",839,256,3,402,172,6
"Islington 014D","E01002775",683,232,7,213,229,2
"Islington 014E","E01002776",774,229,2,357,178,8
"Islington 014F","E01002780",763,240,8,352,158,5
"Islington 015A","E01002708",917,197,22,366,324,8
"Islington 015B","E01002712",535,148,6,184,189,8
"Islington 015C","E01002713",820,152,6,549,102,11
"Islington 015D","E01002765",980,151,83,549,180,17
"Islington 015E","E01002766",811,88,16,529,166,12
"Islington 016A","E01002717",590,218,3,217,132,20
"Islington 016B","E01002719",737,352,3,206,160,16
"Islington 016C","E01002720",993,132,42,672,140,7
"Islington 016D","E01002790",706,66,1,527,102,10
"Islington 016E","E01002791",762,279,2,220,250,11
"Islington 016F","E01002793",957,194,6,512,231,14
"Islington 017A","E01002698",1056,410,1,318,318,9
"Islington 017B","E01002699",775,284,3,280,205,3
"Islington 017C","E01002700",640,392,0,82,154,12
"Islington 017D","E01002714",771,323,2,141,296,9
"Islington 017E","E01002792",877,306,3,250,310,8
"Islington 018A","E01002722",668,139,4,399,121,5
"Islington 018B","E01002797",872,177,28,454,193,20
"Islington 018C","E01002798",922,454,2,236,220,10
"Islington 018D","E01002799",880,175,3,521,164,17
"Islington 018E","E01002800",435,55,3,337,36,4
"Islington 019A","E01002694",669,77,17,464,98,13
"Islington 019B","E01002697",709,90,3,464,138,14
"Islington 019C","E01002709",751,111,19,395,220,6
"Islington 019D","E01002710",679,148,10,398,109,14
"Islington 019E","E01002715",682,87,12,414,164,5
"Islington 020A","E01002696",895,338,24,241,284,8
"Islington 020B","E01002794",862,260,0,265,323,14
"Islington 020C","E01002801",806,330,1,222,240,13
"Islington 020D","E01002802",706,303,1,167,217,18
"Islington 020E","E01002803",935,349,3,306,263,14
"Islington 021A","E01002695",795,166,21,283,315,10
"Islington 021B","E01002711",963,217,33,286,418,9
"Islington 021C","E01002727",871,260,2,340,255,14
"Islington 021D","E01002728",509,112,8,252,129,8
"Islington 021E","E01002729",702,249,4,271,172,6
"Islington 022B","E01002707",901,184,2,386,316,13
"Islington 022C","E01002723",781,171,4,424,173,9
"Islington 022D","E01002724",1025,429,4,213,357,22
"Islington 022E","E01002725",572,96,2,386,82,6
"Islington 022F","E01002726",825,214,10,351,233,17
"Islington 022G","E01033489",776,319,11,81,357,8
"Islington 022H","E01033490",703,157,1,219,312,14
"Islington 023A","E01002701",718,131,1,458,124,4
"Islington 023B","E01002702",870,101,2,527,218,22
"Islington 023C","E01002703",774,146,10,438,173,7
"Islington 023D","E01002704",1035,221,18,541,233,22
"Islington 023E","E01002706",925,159,8,523,228,7
"Kensington and Chelsea 001A","E01002852",861,95,40,557,162,7
"Kensington and Chelsea 001B","E01002853",470,18,3,380,63,6
"Kensington and Chelsea 001C","E01002854",488,67,8,364,41,8
"Kensington and Chelsea 001D","E01002855",764,110,8,539,101,6
"Kensington and Chelsea 001E","E01002857",580,40,1,504,29,6
"Kensington and Chelsea 002A","E01002904",524,5,13,471,27,8
"Kensington and Chelsea 002B","E01002905",672,111,19,455,74,13
"Kensington and Chelsea 002C","E01002906",707,178,47,351,118,13
"Kensington and Chelsea 002D","E01002907",551,16,2,501,19,13
"Kensington and Chelsea 003A","E01002876",744,337,4,215,184,4
"Kensington and Chelsea 003B","E01002877",647,121,13,443,58,12
"Kensington and Chelsea 003C","E01002878",868,292,25,350,185,16
"Kensington and Chelsea 003D","E01002908",602,241,17,175,163,6
"Kensington and Chelsea 003E","E01002909",1152,325,27,517,269,14
"Kensington and Chelsea 004A","E01002829",788,156,7,408,209,8
"Kensington and Chelsea 004B","E01002830",917,197,14,527,170,9
"Kensington and Chelsea 004C","E01002831",961,223,6,486,242,4
"Kensington and Chelsea 004D","E01002832",910,203,12,416,271,8
"Kensington and Chelsea 004E","E01002856",941,162,11,438,320,10
"Kensington and Chelsea 005A","E01002870",693,43,22,550,69,9
"Kensington and Chelsea 005B","E01002872",726,117,1,526,73,9
"Kensington and Chelsea 005C","E01002879",695,89,13,421,159,13
"Kensington and Chelsea 005D","E01002880",653,60,21,512,44,16
"Kensington and Chelsea 005E","E01002881",544,104,3,374,56,7
"Kensington and Chelsea 006A","E01002882",703,284,6,207,182,24
"Kensington and Chelsea 006B","E01002883",802,429,3,28,313,29
"Kensington and Chelsea 006C","E01002884",710,193,27,116,363,11
"Kensington and Chelsea 006D","E01002885",950,316,1,73,545,15
"Kensington and Chelsea 006E","E01002886",781,379,7,78,295,22
"Kensington and Chelsea 007A","E01002833",793,311,3,136,336,7
"Kensington and Chelsea 007B","E01002871",742,407,0,48,265,22
"Kensington and Chelsea 007C","E01002873",632,285,13,161,161,12
"Kensington and Chelsea 007D","E01002874",648,231,3,197,208,9
"Kensington and Chelsea 007E","E01002875",681,356,2,106,196,21
"Kensington and Chelsea 008A","E01002824",684,319,1,51,291,22
"Kensington and Chelsea 008B","E01002825",827,427,1,56,286,57
"Kensington and Chelsea 008C","E01002826",798,328,3,29,387,51
"Kensington and Chelsea 008D","E01002827",903,490,6,14,363,30
"Kensington and Chelsea 008E","E01002828",710,306,3,126,232,43
"Kensington and Chelsea 009A","E01002864",580,364,2,26,158,30
"Kensington and Chelsea 009B","E01002866",848,341,11,177,294,25
"Kensington and Chelsea 009C","E01002867",998,332,17,149,476,24
"Kensington and Chelsea 009D","E01002868",725,411,1,22,256,35
"Kensington and Chelsea 009E","E01002869",768,309,5,148,285,21
"Kensington and Chelsea 010A","E01002887",807,305,5,23,434,40
"Kensington and Chelsea 010B","E01002889",579,244,3,18,286,28
"Kensington and Chelsea 010C","E01002890",705,420,3,24,221,37
"Kensington and Chelsea 010D","E01002891",718,254,6,55,349,54
"Kensington and Chelsea 010E","E01002892",920,364,2,28,475,51
"Kensington and Chelsea 011A","E01002813",835,432,2,43,341,17
"Kensington and Chelsea 011B","E01002815",755,321,3,55,357,19
"Kensington and Chelsea 011C","E01002816",693,258,1,7,406,21
"Kensington and Chelsea 011D","E01002817",709,410,3,14,251,31
"Kensington and Chelsea 011E","E01002865",544,274,3,11,237,19
"Kensington and Chelsea 012A","E01002818",1170,339,3,54,673,101
"Kensington and Chelsea 012B","E01002819",853,303,4,18,467,61
"Kensington and Chelsea 012C","E01002859",866,309,5,48,437,67
"Kensington and Chelsea 012D","E01002860",777,399,1,8,336,33
"Kensington and Chelsea 012E","E01002863",792,297,5,16,385,89
"Kensington and Chelsea 013A","E01002812",895,321,4,57,483,30
"Kensington and Chelsea 013B","E01002834",718,274,3,85,327,29
"Kensington and Chelsea 013C","E01002839",978,279,4,186,484,25
"Kensington and Chelsea 013D","E01002850",682,217,8,88,357,12
"Kensington and Chelsea 013E","E01002888",1149,438,6,49,607,49
"Kensington and Chelsea 014A","E01002821",692,276,3,65,316,32
"Kensington and Chelsea 014B","E01002823",701,166,0,374,140,21
"Kensington and Chelsea 014C","E01002858",749,228,3,182,317,19
"Kensington and Chelsea 014D","E01002861",771,339,4,136,263,29
"Kensington and Chelsea 014E","E01002862",977,138,0,417,400,22
"Kensington and Chelsea 015A","E01002814",905,247,31,275,328,24
"Kensington and Chelsea 015B","E01002847",872,367,1,84,400,20
"Kensington and Chelsea 015C","E01002848",894,246,9,251,363,25
"Kensington and Chelsea 015D","E01002851",918,152,9,422,326,9
"Kensington and Chelsea 016A","E01002820",666,224,4,26,393,19
"Kensington and Chelsea 016B","E01002822",621,293,3,41,250,34
"Kensington and Chelsea 016C","E01002835",784,358,0,12,366,48
"Kensington and Chelsea 016D","E01002836",795,317,2,60,401,15
"Kensington and Chelsea 016E","E01002837",717,302,2,42,353,18
"Kensington and Chelsea 017A","E01002846",781,190,14,175,388,14
"Kensington and Chelsea 017B","E01002849",787,339,5,102,329,12
"Kensington and Chelsea 017C","E01002893",987,365,6,200,387,29
"Kensington and Chelsea 017D","E01002894",773,321,9,63,368,12
"Kensington and Chelsea 017E","E01002898",739,386,3,84,240,26
"Kensington and Chelsea 018A","E01002899",768,250,5,235,245,33
"Kensington and Chelsea 018B","E01002900",682,413,2,9,224,34
"Kensington and Chelsea 018C","E01002901",560,247,2,119,167,25
"Kensington and Chelsea 018D","E01002902",1009,357,4,137,439,72
"Kensington and Chelsea 018E","E01002903",691,414,4,5,254,14
"Kensington and Chelsea 019A","E01002844",745,361,1,89,265,29
"Kensington and Chelsea 019B","E01002845",738,293,5,238,178,24
"Kensington and Chelsea 019C","E01002910",756,342,2,174,216,22
"Kensington and Chelsea 019D","E01002911",767,400,3,29,308,27
"Kensington and Chelsea 019E","E01002914",741,367,2,15,330,27
"Kensington and Chelsea 020A","E01002838",579,250,1,31,265,32
"Kensington and Chelsea 020B","E01002895",610,350,4,19,210,27
"Kensington and Chelsea 020C","E01002896",875,455,5,41,357,17
"Kensington and Chelsea 020D","E01002897",732,303,2,82,335,10
"Kensington and Chelsea 020E","E01002912",809,328,1,163,301,16
"Kensington and Chelsea 021A","E01002840",691,218,4,356,95,18
"Kensington and Chelsea 021B","E01002841",712,278,15,210,202,7
"Kensington and Chelsea 021C","E01002842",514,65,0,411,34,4
"Kensington and Chelsea 021D","E01002843",610,93,2,438,64,13
"Kensington and Chelsea 021E","E01002913",932,383,2,144,380,23
"Lambeth 002A","E01003015",730,129,4,460,131,6
"Lambeth 002B","E01003108",755,176,11,421,141,6
"Lambeth 002C","E01003110",849,365,33,249,184,18
"Lambeth 002D","E01003111",638,99,3,469,63,4
"Lambeth 002E","E01003112",771,191,5,416,145,14
"Lambeth 003A","E01003101",685,139,2,316,220,8
"Lambeth 003B","E01003105",780,163,60,448,106,3
"Lambeth 003C","E01003106",911,249,73,395,181,13
"Lambeth 003D","E01003107",929,366,21,247,281,14
"Lambeth 003E","E01003109",1093,224,63,526,270,10
"Lambeth 004A","E01003102",844,222,21,311,288,2
"Lambeth 004C","E01003104",777,236,6,167,357,11
"Lambeth 004D","E01003122",870,268,27,305,254,16
"Lambeth 004E","E01003129",808,217,8,217,357,9
"Lambeth 004F","E01033207",766,180,1,420,160,5
"Lambeth 004G","E01033208",1018,247,162,199,378,32
"Lambeth 005A","E01003098",645,240,3,233,163,6
"Lambeth 005B","E01003099",666,170,3,250,235,8
"Lambeth 005C","E01003100",878,276,6,102,489,5
"Lambeth 005D","E01003180",662,203,1,314,139,5
"Lambeth 005E","E01003183",631,125,8,383,106,9
"Lambeth 006A","E01003097",724,130,6,437,141,10
"Lambeth 006B","E01003121",691,83,1,516,85,6
"Lambeth 006C","E01003123",683,305,3,163,200,12
"Lambeth 006D","E01003124",619,132,0,267,210,10
"Lambeth 006E","E01003125",692,106,14,468,100,4
"Lambeth 007A","E01003181",644,141,3,331,159,10
"Lambeth 007B","E01003184",586,59,1,456,64,6
"Lambeth 007C","E01003185",768,189,2,333,240,4
"Lambeth 007D","E01003186",876,264,15,290,301,6
"Lambeth 007E","E01003187",626,130,0,416,79,1
"Lambeth 008A","E01003089",689,141,1,380,161,6
"Lambeth 008B","E01003091",668,178,6,277,202,5
"Lambeth 008C","E01003092",717,130,14,419,146,8
"Lambeth 008D","E01003126",645,139,0,308,192,6
"Lambeth 008E","E01003128",664,105,28,385,138,8
"Lambeth 009A","E01003046",743,102,2,543,93,3
"Lambeth 009B","E01003048",741,60,32,559,82,8
"Lambeth 009C","E01003075",685,102,1,474,100,8
"Lambeth 009D","E01003182",720,197,1,330,177,15
"Lambeth 009E","E01003188",554,101,5,374,69,5
"Lambeth 010A","E01003088",737,190,10,318,215,4
"Lambeth 010B","E01003093",949,93,71,647,127,11
"Lambeth 010C","E01003094",675,195,5,280,187,8
"Lambeth 010D","E01003096",926,283,15,168,448,12
"Lambeth 010E","E01003127",755,239,20,260,220,16
"Lambeth 011A","E01003045",728,66,14,566,73,9
"Lambeth 011B","E01003047",751,122,0,387,230,12
"Lambeth 011C","E01003049",668,124,18,353,162,11
"Lambeth 011D","E01003059",625,120,2,380,115,8
"Lambeth 011E","E01003060",632,97,4,431,94,6
"Lambeth 011F","E01003061",568,118,2,236,207,5
"Lambeth 012A","E01003034",723,237,13,239,223,11
"Lambeth 012B","E01003035",710,194,4,180,323,9
"Lambeth 012C","E01003036",737,268,1,234,220,14
"Lambeth 012D","E01003090",1043,280,44,287,423,9
"Lambeth 012E","E01003095",760,297,1,193,265,4
"Lambeth 013A","E01003037",606,121,6,337,140,2
"Lambeth 013B","E01003038",689,362,5,82,231,9
"Lambeth 013C","E01003039",945,376,34,98,421,16
"Lambeth 013D","E01003040",594,271,1,136,180,6
"Lambeth 013E","E01003042",502,127,3,193,172,7
"Lambeth 014A","E01003072",769,382,0,154,223,10
"Lambeth 014B","E01003073",698,206,2,365,121,4
"Lambeth 014C","E01003076",836,199,5,235,386,11
"Lambeth 014D","E01003077",786,274,6,191,308,7
"Lambeth 014E","E01003078",634,419,1,92,110,12
"Lambeth 015A","E01003019",914,359,13,207,323,12
"Lambeth 015B","E01003053",757,305,8,127,314,3
"Lambeth 015C","E01003054",819,254,12,117,430,6
"Lambeth 015D","E01003056",838,216,4,265,351,2
"Lambeth 015E","E01003058",820,267,7,191,347,8
"Lambeth 016A","E01003020",771,281,8,246,230,6
"Lambeth 016B","E01003050",773,209,17,259,265,23
"Lambeth 016C","E01003052",758,98,9,535,107,9
"Lambeth 016D","E01003055",790,224,18,305,228,15
"Lambeth 016E","E01003176",780,110,55,413,193,9
"Lambeth 017A","E01003029",860,290,5,237,317,11
"Lambeth 017B","E01003032",759,202,4,337,204,12
"Lambeth 017C","E01003041",678,124,27,338,183,6
"Lambeth 017D","E01003057",724,145,6,409,162,2
"Lambeth 018A","E01003043",685,241,16,224,193,11
"Lambeth 018B","E01003044",606,36,5,492,58,15
"Lambeth 018C","E01003051",675,87,15,296,273,4
"Lambeth 018D","E01003071",1004,381,37,227,353,6
"Lambeth 018E","E01003074",1096,457,8,334,284,13
"Lambeth 019A","E01003026",656,323,0,79,250,4
"Lambeth 019B","E01003027",480,352,2,21,102,3
"Lambeth 019C","E01003028",563,260,0,143,158,2
"Lambeth 019D","E01003030",783,356,12,64,349,2
"Lambeth 019E","E01003033",594,321,4,119,145,5
"Lambeth 020A","E01003018",999,340,11,145,498,5
"Lambeth 020B","E01003171",827,320,3,238,262,4
"Lambeth 020C","E01003173",694,399,8,66,211,10
"Lambeth 020D","E01003177",703,211,5,237,236,14
"Lambeth 020E","E01003178",712,299,6,154,249,4
"Lambeth 021A","E01003021",663,153,6,366,131,7
"Lambeth 021B","E01003022",770,307,6,245,211,1
"Lambeth 021C","E01003023",1063,334,71,244,396,18
"Lambeth 021D","E01003024",766,154,3,426,178,5
"Lambeth 021E","E01003025",842,301,29,307,200,5
"Lambeth 022A","E01003136",735,256,6,181,284,8
"Lambeth 022B","E01003137",676,171,12,265,218,10
"Lambeth 022C","E01003159",599,131,0,336,127,5
