
"KS403EW - Rooms, bedrooms and central heating"
"ONS Crown Copyright Reserved [from Nomis on 25 January 2017]"
"Population :","All households"
"Units      :","Households"
"Date       :","2011"
"Rural Urban:","Total"

"2011 super output area - lower layer","mnemonic","All categories: Type of central heating in household","Does not have central heating","Does have central heating","Occupancy rating (rooms) of -1 or less","Occupancy rating (bedrooms) of -1 or less","Average household size","Average number of rooms per household","Average number of bedrooms per household"
"Hammersmith and Fulham 019A","E01001879",633,10,623,149,86,2.3,4.3,2.3
"Hammersmith and Fulham 019B","E01001901",695,15,680,117,41,2.3,4.9,2.7
"Hammersmith and Fulham 019C","E01001902",814,25,789,208,92,2.1,4.0,2.1
"Hammersmith and Fulham 019D","E01001903",681,32,649,180,102,2.4,4.4,2.4
"Hammersmith and Fulham 020A","E01001920",828,24,804,207,74,1.8,3.9,1.9
"Hammersmith and Fulham 020B","E01001921",663,23,640,126,53,2.3,4.9,2.6
"Hammersmith and Fulham 020C","E01001922",671,11,660,80,41,2.4,5.6,3.0
"Hammersmith and Fulham 020D","E01001923",653,26,627,138,56,2.3,4.7,2.5
"Hammersmith and Fulham 020E","E01001924",604,18,586,125,53,2.6,5.7,3.0
"Hammersmith and Fulham 021A","E01001947",591,9,582,191,119,2.5,4.1,2.1
"Hammersmith and Fulham 021B","E01001948",922,33,889,252,88,2.2,4.3,2.3
"Hammersmith and Fulham 021C","E01001949",658,18,640,125,52,2.4,4.9,2.6
"Hammersmith and Fulham 021D","E01001950",636,19,617,93,46,2.5,5.4,2.9
"Hammersmith and Fulham 021E","E01001951",705,28,677,172,72,2.3,4.5,2.4
"Hammersmith and Fulham 021F","E01001953",610,18,592,166,76,2.2,4.1,2.2
"Hammersmith and Fulham 022A","E01001904",681,17,664,94,54,2.3,4.6,2.5
"Hammersmith and Fulham 022B","E01001905",750,17,733,99,53,2.3,4.6,2.5
"Hammersmith and Fulham 022C","E01001906",656,14,642,99,65,2.2,4.4,2.3
"Hammersmith and Fulham 022D","E01001907",563,10,553,73,32,2.3,5.0,2.6
"Hammersmith and Fulham 023A","E01001935",927,12,915,208,111,2.2,4.3,2.3
"Hammersmith and Fulham 023C","E01001939",985,14,971,223,116,2.1,4.0,2.0
"Hammersmith and Fulham 023D","E01032788",496,10,486,133,67,2.2,4.1,2.2
"Hammersmith and Fulham 023E","E01032789",586,29,557,205,55,2.0,3.6,1.9
"Hammersmith and Fulham 023F","E01032790",557,15,542,153,39,2.0,3.9,2.1
"Hammersmith and Fulham 024A","E01001915",608,27,581,82,42,2.4,5.5,2.9
"Hammersmith and Fulham 024B","E01001916",689,20,669,67,22,2.0,5.5,2.8
"Hammersmith and Fulham 024C","E01001926",613,8,605,61,33,2.4,5.4,2.9
"Hammersmith and Fulham 024D","E01001952",809,23,786,196,95,2.0,4.0,2.0
"Hammersmith and Fulham 025A","E01001925",624,26,598,97,31,2.6,5.9,3.2
"Hammersmith and Fulham 025B","E01001934",699,6,693,186,96,2.3,4.4,2.4
"Hammersmith and Fulham 025C","E01001937",760,20,740,119,61,2.4,4.9,2.7
"Hammersmith and Fulham 025D","E01001938",616,14,602,157,88,2.5,4.3,2.3
"Haringey 001A","E01001969",857,34,823,283,147,2.2,3.9,2.0
"Haringey 001B","E01001971",784,13,771,309,183,2.6,3.9,2.1
"Haringey 001C","E01001974",959,34,925,322,172,2.3,4.1,2.1
"Haringey 001D","E01001975",776,29,747,276,118,2.2,3.8,2.0
"Haringey 002A","E01002036",637,35,602,186,123,2.5,4.2,2.2
"Haringey 002B","E01002037",697,33,664,284,154,2.5,3.8,2.1
"Haringey 002C","E01002039",639,15,624,259,195,2.5,3.7,1.8
"Haringey 002D","E01002040",740,35,705,228,128,2.8,4.4,2.4
"Haringey 004A","E01001962",641,8,633,79,48,2.7,5.6,2.9
"Haringey 004B","E01001970",728,20,708,239,170,2.7,4.2,2.2
"Haringey 004C","E01001972",749,22,727,205,98,2.2,4.3,2.2
"Haringey 004D","E01001973",943,33,910,231,104,2.4,4.6,2.5
"Haringey 005A","E01002090",531,13,518,105,82,3.0,5.0,2.9
"Haringey 005B","E01002093",645,19,626,169,125,2.8,4.5,2.5
"Haringey 005C","E01002096",583,22,561,160,126,2.8,4.7,2.4
"Haringey 005D","E01002097",592,20,572,183,164,2.9,4.4,2.2
"Haringey 006A","E01002091",635,6,629,175,126,2.8,4.6,2.5
"Haringey 006B","E01002092",689,36,653,280,177,2.5,3.9,2.0
"Haringey 006C","E01002094",541,11,530,136,119,2.9,4.6,2.4
"Haringey 006D","E01002095",604,15,589,172,133,2.7,4.4,2.3
"Haringey 007A","E01002098",604,17,587,147,62,2.2,4.3,2.2
"Haringey 007B","E01002101",698,26,672,185,121,2.7,4.6,2.4
"Haringey 007C","E01002102",752,24,728,269,143,2.5,4.2,2.2
"Haringey 007D","E01002105",861,19,842,356,177,2.4,3.8,2.1
"Haringey 008A","E01002099",813,11,802,309,198,2.6,3.9,2.1
"Haringey 008B","E01002100",680,18,662,230,170,2.8,4.4,2.4
"Haringey 008C","E01002103",646,19,627,174,116,2.9,4.8,2.6
"Haringey 008D","E01002104",501,13,488,110,86,2.9,4.9,2.8
"Haringey 009A","E01001963",691,19,672,67,35,2.6,5.8,3.1
"Haringey 009B","E01001964",667,16,651,109,61,2.4,4.9,2.6
"Haringey 009C","E01001965",657,11,646,42,29,2.5,5.3,2.7
"Haringey 009D","E01001966",535,8,527,51,29,2.8,6.5,3.6
"Haringey 010A","E01002027",552,13,539,129,101,2.8,4.9,2.6
"Haringey 010B","E01002028",645,18,627,175,128,2.7,4.7,2.6
"Haringey 010C","E01002032",759,45,714,224,170,2.4,4.0,2.0
"Haringey 010D","E01002033",709,20,689,214,161,2.7,4.3,2.3
"Haringey 011A","E01001976",635,20,615,197,117,2.5,4.4,2.3
"Haringey 011B","E01001977",605,11,594,207,122,2.6,4.1,2.2
"Haringey 011C","E01001978",819,15,804,286,148,2.3,3.8,1.9
"Haringey 011D","E01001979",846,22,824,351,203,2.6,4.0,2.2
"Haringey 012A","E01002074",849,37,812,327,202,2.5,3.8,2.0
"Haringey 012B","E01002077",686,17,669,219,159,3.0,4.2,2.2
"Haringey 012C","E01002079",539,11,528,134,103,3.0,4.8,2.6
"Haringey 012D","E01002081",615,8,607,222,124,2.9,4.2,2.4
"Haringey 013A","E01002082",568,1,567,205,165,2.7,4.0,2.0
"Haringey 013B","E01002086",605,21,584,195,108,2.6,4.4,2.4
"Haringey 013C","E01002088",688,23,665,174,124,2.7,4.9,2.6
"Haringey 013D","E01002089",644,6,638,262,214,2.4,3.5,1.6
"Haringey 014A","E01001967",633,14,619,76,29,2.5,5.9,3.1
"Haringey 014B","E01001968",778,21,757,171,74,2.4,4.9,2.5
"Haringey 014C","E01001996",698,48,650,76,32,2.3,4.9,2.6
"Haringey 014D","E01001997",730,55,675,170,65,2.2,4.5,2.3
"Haringey 015A","E01002075",595,12,583,187,123,3.0,4.3,2.3
"Haringey 015B","E01002076",639,17,622,187,138,3.0,4.5,2.4
"Haringey 015C","E01002078",951,94,857,303,195,2.3,3.8,1.9
"Haringey 015D","E01002080",510,10,500,152,100,3.1,4.8,2.8
"Haringey 016A","E01002026",711,17,694,250,156,2.3,3.9,1.9
"Haringey 016B","E01002029",740,19,721,334,141,2.1,3.4,1.8
"Haringey 016C","E01002030",658,13,645,208,114,2.5,4.4,2.3
"Haringey 016D","E01002031",764,25,739,306,150,2.5,4.2,2.4
"Haringey 017A","E01001991",766,61,705,258,60,2.1,3.9,2.1
"Haringey 017B","E01001992",672,8,664,76,24,2.5,6.0,3.2
"Haringey 017C","E01001993",609,8,601,31,12,2.8,6.6,3.6
"Haringey 017D","E01001995",898,12,886,137,77,2.7,5.0,2.7
"Haringey 018A","E01001980",673,19,654,185,117,2.9,4.6,2.5
"Haringey 018B","E01001981",601,18,583,179,142,2.9,4.7,2.7
"Haringey 018C","E01001982",676,28,648,179,117,2.6,4.4,2.4
"Haringey 018D","E01001983",612,10,602,138,95,2.7,4.7,2.5
"Haringey 019A","E01002083",543,13,530,116,77,2.7,4.9,2.7
"Haringey 019B","E01002084",619,7,612,160,86,2.6,4.5,2.4
"Haringey 019C","E01002085",821,13,808,291,159,2.6,4.3,2.4
"Haringey 019D","E01002087",714,22,692,234,114,2.2,4.1,2.1
"Haringey 020B","E01002014",797,31,766,193,75,2.1,4.1,2.1
"Haringey 020C","E01002015",668,17,651,134,70,2.2,4.5,2.3
"Haringey 020D","E01002018",602,15,587,75,57,2.4,4.7,2.4
"Haringey 020E","E01033085",908,58,850,576,110,2.0,2.9,1.6
"Haringey 020F","E01033086",488,7,481,169,108,2.2,3.7,1.9
"Haringey 021A","E01002020",706,17,689,122,53,2.2,4.5,2.4
"Haringey 021B","E01002022",867,49,818,270,75,2.1,4.3,2.3
"Haringey 021C","E01002023",609,19,590,85,24,2.4,5.5,3.0
"Haringey 021D","E01002025",670,17,653,101,38,2.6,6.0,3.2
"Haringey 022A","E01002013",595,18,577,58,35,2.4,4.9,2.5
"Haringey 022B","E01002019",503,5,498,38,23,2.6,6.4,3.4
"Haringey 022C","E01002021",603,10,593,77,24,2.5,5.9,3.1
"Haringey 022D","E01002024",534,8,526,59,34,2.5,5.2,2.8
"Haringey 023A","E01001998",865,21,844,291,132,2.4,4.3,2.4
"Haringey 023B","E01001999",819,18,801,274,132,2.4,4.3,2.4
"Haringey 023C","E01002003",929,24,905,438,214,2.3,3.5,1.9
"Haringey 023D","E01002004",710,15,695,165,120,2.6,4.8,2.6
"Haringey 024A","E01002067",700,20,680,228,135,2.4,4.1,2.1
"Haringey 024B","E01002069",880,35,845,363,181,2.2,3.6,1.9
"Haringey 024C","E01002070",789,30,759,268,156,2.6,4.2,2.2
"Haringey 024D","E01002073",681,16,665,225,158,2.6,4.0,2.1
"Haringey 025A","E01002066",781,13,768,291,183,2.4,3.7,1.9
"Haringey 025B","E01002068",739,21,718,246,153,2.5,4.3,2.4
"Haringey 025C","E01002071",675,11,664,255,154,2.4,3.8,1.9
"Haringey 025D","E01002072",680,23,657,239,140,2.5,4.1,2.2
"Haringey 026A","E01002043",742,32,710,276,174,2.7,4.2,2.3
"Haringey 026B","E01002045",803,21,782,313,226,2.7,4.1,2.1
"Haringey 026C","E01002046",676,14,662,221,134,2.5,4.2,2.2
"Haringey 026D","E01002049",705,5,700,216,139,2.7,4.5,2.4
"Haringey 027A","E01002042",541,13,528,145,89,2.6,4.6,2.5
"Haringey 027B","E01002044",693,22,671,251,134,2.5,4.2,2.3
"Haringey 027C","E01002047",592,25,567,186,122,2.8,4.8,2.7
"Haringey 027D","E01002048",690,25,665,192,127,2.8,4.5,2.5
"Haringey 028A","E01002016",864,13,851,226,110,2.3,4.2,2.2
"Haringey 028B","E01002017",751,22,729,191,67,2.2,4.2,2.2
"Haringey 028C","E01002059",710,19,691,129,81,2.4,4.7,2.4
"Haringey 028D","E01002060",763,19,744,138,80,2.3,4.8,2.4
"Haringey 029A","E01002050",467,4,463,107,97,4.1,5.5,3.2
"Haringey 029B","E01002051",667,24,643,244,145,2.5,4.0,2.2
"Haringey 029C","E01002052",526,10,516,155,86,3.8,5.3,3.1
"Haringey 029D","E01002055",456,6,450,130,101,3.6,5.2,2.9
"Haringey 030A","E01001994",760,18,742,117,40,2.3,5.5,3.0
"Haringey 030B","E01002008",643,6,637,74,24,2.4,6.4,3.2
"Haringey 030C","E01002010",718,10,708,116,70,2.3,5.0,2.5
"Haringey 030D","E01002011",761,28,733,174,73,2.3,4.7,2.5
"Haringey 031A","E01002000",690,13,677,189,98,2.5,4.6,2.4
"Haringey 031B","E01002001",677,21,656,220,96,2.5,4.5,2.5
"Haringey 031C","E01002002",781,32,749,315,133,2.3,4.0,2.1
"Haringey 031D","E01002058",681,23,658,247,132,2.5,4.1,2.3
"Haringey 032A","E01002053",663,14,649,207,120,2.6,4.3,2.3
"Haringey 032B","E01002054",697,9,688,260,177,2.5,3.8,1.9
"Haringey 032C","E01002056",841,26,815,299,168,2.3,3.9,2.0
"Haringey 032D","E01002057",557,15,542,134,87,2.8,4.9,2.8
"Haringey 033A","E01001984",867,36,831,245,70,1.8,3.6,1.7
"Haringey 033B","E01001985",769,22,747,144,37,2.2,4.7,2.3
"Haringey 033C","E01001987",805,25,780,94,38,2.3,5.0,2.6
"Haringey 033D","E01001989",766,22,744,90,45,2.3,5.0,2.5
"Haringey 034A","E01001986",744,12,732,127,48,2.2,4.8,2.5
"Haringey 034B","E01001988",881,52,829,200,61,2.0,4.2,2.1
"Haringey 034C","E01001990",982,63,919,276,108,2.2,4.1,2.2
"Haringey 034D","E01002062",855,37,818,205,95,2.2,4.1,2.1
"Haringey 035A","E01002005",818,38,780,268,103,2.1,3.8,2.0
"Haringey 035B","E01002006",808,26,782,178,65,2.0,4.1,2.1
"Haringey 035C","E01002007",799,38,761,203,56,2.1,4.7,2.4
"Haringey 035D","E01002009",708,48,660,143,49,2.2,5.1,2.7
"Haringey 036A","E01002061",703,14,689,170,89,2.4,4.7,2.4
"Haringey 036B","E01002063",713,14,699,199,100,2.2,4.2,2.2
"Haringey 036C","E01002064",648,5,643,167,96,2.3,4.2,2.2
"Haringey 036D","E01002065",815,23,792,273,103,2.0,3.8,1.9
"Haringey 037A","E01002034",811,27,784,305,214,2.3,3.6,1.8
"Haringey 037B","E01002038",692,15,677,320,176,2.4,3.7,1.9
"Haringey 037C","E01002041",736,18,718,233,163,2.6,4.2,2.2
"Haringey 037D","E01032575",672,20,652,251,139,2.8,4.2,2.3
"Islington 001A","E01002755",635,6,629,157,85,2.1,3.9,1.9
"Islington 001B","E01002756",610,16,594,115,58,2.2,4.4,2.3
"Islington 001C","E01002758",709,20,689,224,111,2.2,3.8,1.9
"Islington 001D","E01002804",754,24,730,231,90,2.2,3.9,2.0
"Islington 001E","E01002807",824,24,800,271,114,2.1,3.8,2.0
"Islington 001F","E01002811",694,20,674,140,95,2.2,4.2,2.1
"Islington 002A","E01002753",626,20,606,172,64,2.3,4.3,2.4
"Islington 002B","E01002754",614,9,605,121,50,2.5,5.1,2.8
"Islington 002C","E01002757",590,11,579,107,53,2.4,4.7,2.5
"Islington 002D","E01002759",659,7,652,115,45,2.4,4.8,2.7
"Islington 002E","E01002760",626,8,618,129,85,2.5,4.3,2.3
"Islington 002F","E01002772",871,25,846,276,106,2.1,3.9,2.0
"Islington 003A","E01002735",777,17,760,274,105,2.1,3.6,1.9
"Islington 003B","E01002805",758,24,734,270,101,2.1,3.7,1.9
"Islington 003C","E01002806",721,19,702,151,63,2.2,4.4,2.3
"Islington 003D","E01002808",857,18,839,243,111,2.2,4.0,2.0
"Islington 003E","E01002809",700,7,693,258,88,2.3,3.9,2.1
"Islington 003F","E01002810",748,13,735,216,92,2.2,3.9,2.1
"Islington 004A","E01002768",851,35,816,197,82,1.9,3.8,1.8
"Islington 004B","E01002770",718,28,690,203,64,2.1,4.0,2.2
"Islington 004C","E01002771",659,8,651,180,66,2.3,4.3,2.2
"Islington 004D","E01002773",696,8,688,222,94,2.0,3.6,1.8
"Islington 004E","E01002774",1005,21,984,275,139,2.1,3.8,1.9
"Islington 005A","E01002732",821,17,804,289,139,2.2,3.8,1.9
"Islington 005B","E01002734",696,27,669,319,140,2.4,3.5,2.0
"Islington 005C","E01002736",595,3,592,156,98,2.4,4.0,2.1
"Islington 005D","E01002737",788,11,777,213,124,2.5,4.1,2.2
"Islington 005E","E01002751",880,37,843,290,146,2.0,3.5,1.8
"Islington 006A","E01002742",675,16,659,139,45,2.3,4.7,2.5
"Islington 006B","E01002747",675,12,663,175,66,2.4,4.5,2.5
"Islington 006C","E01002748",667,12,655,207,65,2.2,4.0,2.1
"Islington 006D","E01002749",534,10,524,108,60,2.5,4.4,2.4
"Islington 006F","E01033493",701,4,697,410,49,1.9,2.8,1.6
"Islington 006G","E01033494",630,17,613,128,56,2.4,4.7,2.5
"Islington 007A","E01002730",812,25,787,285,96,2.2,4.1,2.3
"Islington 007B","E01002731",1164,62,1102,525,153,2.1,3.6,2.0
"Islington 007C","E01002733",598,13,585,151,48,2.3,4.3,2.4
"Islington 007D","E01002763",603,14,589,171,68,2.1,3.9,2.0
"Islington 008A","E01002769",847,31,816,215,55,2.3,4.5,2.5
"Islington 008B","E01002785",840,35,805,216,65,2.3,4.8,2.5
"Islington 008C","E01002788",916,23,893,250,75,2.0,4.0,2.0
"Islington 008D","E01002789",810,11,799,126,56,2.3,4.8,2.5
"Islington 009A","E01002738",839,27,812,186,74,2.1,4.2,2.1
"Islington 009B","E01002741",656,7,649,180,91,2.3,4.1,2.2
"Islington 009C","E01002743",726,27,699,212,69,2.2,4.2,2.2
"Islington 009D","E01002744",722,15,707,170,51,2.0,4.0,2.0
"Islington 009E","E01002752",651,9,642,137,75,2.3,4.3,2.2
"Islington 010A","E01002764",796,22,774,228,91,2.2,4.1,2.1
"Islington 010B","E01002783",718,17,701,219,86,2.0,3.7,1.8
"Islington 010C","E01002784",732,9,723,212,103,2.4,4.2,2.2
"Islington 010D","E01002786",828,7,821,276,125,2.2,3.7,1.9
"Islington 010E","E01002787",578,10,568,171,75,2.2,4.1,2.2
"Islington 011C","E01002762",889,21,868,259,106,2.2,4.0,2.1
"Islington 011D","E01002767",982,18,964,292,151,2.1,3.9,2.0
"Islington 011E","E01033486",425,13,412,128,54,2.4,4.1,2.2
"Islington 011F","E01033487",595,5,590,334,64,2.1,3.0,1.7
"Islington 011G","E01033488",557,12,545,213,73,2.2,3.7,2.0
"Islington 011H","E01033491",869,62,807,386,91,1.9,3.4,1.9
"Islington 011I","E01033492",687,41,646,343,74,2.0,3.3,1.7
"Islington 012A","E01002777",833,25,808,214,71,2.0,3.9,1.9
"Islington 012B","E01002778",743,12,731,256,112,2.4,3.9,2.1
"Islington 012C","E01002779",820,20,800,235,69,2.1,3.9,1.9
"Islington 012D","E01002781",598,8,590,129,70,2.2,4.2,2.1
"Islington 012E","E01002782",616,9,607,192,95,2.5,4.1,2.3
"Islington 013A","E01002739",816,22,794,185,50,2.2,4.5,2.4
"Islington 013B","E01002740",806,21,785,145,48,2.3,5.0,2.6
"Islington 013C","E01002745",681,10,671,129,51,2.2,4.4,2.2
"Islington 013D","E01002795",863,18,845,231,83,2.3,4.2,2.2
"Islington 013E","E01002796",496,14,482,156,33,2.1,4.3,2.1
"Islington 014A","E01002716",1079,13,1066,327,106,2.1,3.8,2.0
"Islington 014B","E01002718",799,34,765,208,68,2.1,4.2,2.0
"Islington 014C","E01002721",839,14,825,217,98,2.0,3.8,1.9
"Islington 014D","E01002775",683,13,670,170,63,2.1,4.0,2.0
"Islington 014E","E01002776",774,9,765,223,81,2.1,4.1,2.1
"Islington 014F","E01002780",763,11,752,213,82,2.1,4.0,2.0
"Islington 015A","E01002708",917,33,884,359,111,2.0,3.6,1.9
"Islington 015B","E01002712",535,12,523,164,57,2.2,4.0,2.2
"Islington 015C","E01002713",820,4,816,193,98,1.9,3.8,1.8
"Islington 015D","E01002765",980,17,963,371,139,2.3,4.0,2.2
"Islington 015E","E01002766",811,17,794,322,87,2.2,3.8,2.1
"Islington 016A","E01002717",590,8,582,95,50,2.2,4.8,2.4
"Islington 016B","E01002719",737,10,727,120,70,2.0,4.5,2.2
"Islington 016C","E01002720",993,13,980,280,156,2.4,4.0,2.0
"Islington 016D","E01002790",706,17,689,159,69,2.0,3.9,1.9
"Islington 016E","E01002791",762,13,749,123,53,2.0,4.4,2.2
"Islington 016F","E01002793",957,28,929,201,85,2.0,3.9,2.0
"Islington 017A","E01002698",1056,20,1036,339,85,2.0,3.7,1.9
"Islington 017B","E01002699",775,20,755,169,46,1.9,4.2,2.1
"Islington 017C","E01002700",640,15,625,85,29,2.3,5.5,2.7
"Islington 017D","E01002714",771,22,749,245,58,2.2,4.4,2.2
"Islington 017E","E01002792",877,36,841,241,69,2.1,4.1,2.1
"Islington 018A","E01002722",668,8,660,192,75,2.0,3.7,1.9
"Islington 018B","E01002797",872,18,854,249,108,2.1,3.8,2.0
"Islington 018C","E01002798",922,10,912,161,66,2.1,4.5,2.2
"Islington 018D","E01002799",880,22,858,253,97,2.1,3.7,1.9
"Islington 018E","E01002800",435,11,424,126,84,2.4,4.1,1.9
"Islington 019A","E01002694",669,18,651,177,91,2.3,4.1,2.1
"Islington 019B","E01002697",709,10,699,211,109,2.3,3.8,2.0
"Islington 019C","E01002709",751,17,734,234,68,2.3,4.0,2.3
"Islington 019D","E01002710",679,5,674,203,104,2.5,4.1,2.2
"Islington 019E","E01002715",682,15,667,224,107,2.2,3.9,2.0
"Islington 020A","E01002696",895,44,851,206,48,2.0,4.2,2.1
"Islington 020B","E01002794",862,25,837,239,79,2.0,4.3,2.1
"Islington 020C","E01002801",806,35,771,169,52,1.9,4.3,2.1
"Islington 020D","E01002802",706,18,688,168,46,2.1,4.4,2.2
"Islington 020E","E01002803",935,16,919,271,66,2.0,4.2,2.1
"Islington 021A","E01002695",795,27,768,268,66,2.1,3.6,1.9
"Islington 021B","E01002711",963,57,906,398,119,2.0,3.5,1.8
"Islington 021C","E01002727",871,21,850,260,66,1.9,3.7,1.8
"Islington 021D","E01002728",509,9,500,154,57,2.0,3.6,1.9
"Islington 021E","E01002729",702,26,676,134,57,2.1,4.4,2.2
"Islington 022B","E01002707",901,33,868,305,80,1.9,3.5,1.8
"Islington 022C","E01002723",781,16,765,253,74,2.0,3.6,1.9
"Islington 022D","E01002724",1025,32,993,295,44,1.7,3.7,2.0
"Islington 022E","E01002725",572,17,555,189,83,2.2,3.8,2.0
"Islington 022F","E01002726",825,18,807,204,83,2.0,3.9,2.0
"Islington 022G","E01033489",776,22,754,366,33,1.7,3.0,1.7
"Islington 022H","E01033490",703,42,661,362,63,1.8,2.9,1.6
"Islington 023A","E01002701",718,24,694,213,76,2.0,3.7,1.9
"Islington 023B","E01002702",870,15,855,264,117,2.1,3.8,1.9
"Islington 023C","E01002703",774,22,752,268,95,2.1,3.7,1.9
"Islington 023D","E01002704",1035,46,989,340,96,1.8,3.4,1.7
"Islington 023E","E01002706",925,39,886,273,108,2.1,3.7,2.0
"Kensington and Chelsea 001A","E01002852",861,31,830,340,139,2.2,3.5,1.9
"Kensington and Chelsea 001B","E01002853",470,7,463,160,94,2.3,3.8,1.9
"Kensington and Chelsea 001C","E01002854",488,6,482,150,97,2.3,3.7,1.9
"Kensington and Chelsea 001D","E01002855",764,19,745,299,125,2.3,3.7,1.9
"Kensington and Chelsea 001E","E01002857",580,7,573,268,127,2.3,3.6,1.9
"Kensington and Chelsea 002A","E01002904",524,14,510,143,67,2.2,3.8,1.9
"Kensington and Chelsea 002B","E01002905",672,22,650,208,108,2.3,4.0,2.0
"Kensington and Chelsea 002C","E01002906",707,10,697,231,81,2.3,3.9,2.2
"Kensington and Chelsea 002D","E01002907",551,5,546,136,103,2.5,4.1,2.1
"Kensington and Chelsea 003A","E01002876",744,21,723,149,77,2.3,4.7,2.5
"Kensington and Chelsea 003B","E01002877",647,15,632,189,127,2.6,4.3,2.2
"Kensington and Chelsea 003C","E01002878",868,21,847,329,88,1.9,3.5,1.8
"Kensington and Chelsea 003D","E01002908",602,16,586,175,51,2.3,4.3,2.3
"Kensington and Chelsea 003E","E01002909",1152,29,1123,370,104,1.9,3.7,1.8
"Kensington and Chelsea 004A","E01002829",788,45,743,256,92,1.8,3.5,1.7
"Kensington and Chelsea 004B","E01002830",917,31,886,324,117,1.9,3.6,1.7
"Kensington and Chelsea 004C","E01002831",961,33,928,318,123,2.0,3.7,1.9
"Kensington and Chelsea 004D","E01002832",910,51,859,276,92,1.9,3.7,1.8
"Kensington and Chelsea 004E","E01002856",941,43,898,357,120,1.8,3.8,1.7
"Kensington and Chelsea 005A","E01002870",693,17,676,244,86,2.0,3.6,1.9
"Kensington and Chelsea 005B","E01002872",726,16,710,188,58,2.0,4.0,2.0
"Kensington and Chelsea 005C","E01002879",695,7,688,262,97,2.2,3.6,1.9
"Kensington and Chelsea 005D","E01002880",653,16,637,245,131,2.4,3.7,1.9
"Kensington and Chelsea 005E","E01002881",544,12,532,161,86,2.6,4.2,2.3
"Kensington and Chelsea 006A","E01002882",703,40,663,158,38,1.9,4.4,2.1
"Kensington and Chelsea 006B","E01002883",802,28,774,160,65,2.1,4.7,2.3
"Kensington and Chelsea 006C","E01002884",710,29,681,300,40,1.7,3.4,1.7
"Kensington and Chelsea 006D","E01002885",950,121,829,424,67,1.6,3.1,1.7
"Kensington and Chelsea 006E","E01002886",781,45,736,197,38,2.0,4.6,2.2
"Kensington and Chelsea 007A","E01002833",793,47,746,224,43,1.8,3.7,1.8
"Kensington and Chelsea 007B","E01002871",742,31,711,113,33,2.3,5.3,2.6
"Kensington and Chelsea 007C","E01002873",632,25,607,129,50,2.1,4.9,2.4
"Kensington and Chelsea 007D","E01002874",648,19,629,194,76,2.2,4.4,2.2
"Kensington and Chelsea 007E","E01002875",681,31,650,158,51,2.0,5.0,2.4
"Kensington and Chelsea 008A","E01002824",684,31,653,146,41,2.2,4.8,2.3
"Kensington and Chelsea 008B","E01002825",827,25,802,109,46,2.2,5.2,2.6
"Kensington and Chelsea 008C","E01002826",798,53,745,180,36,1.8,4.1,2.1
"Kensington and Chelsea 008D","E01002827",903,44,859,186,29,2.0,4.9,2.4
"Kensington and Chelsea 008E","E01002828",710,11,699,172,46,1.9,4.5,2.1
"Kensington and Chelsea 009A","E01002864",580,12,568,39,26,2.6,6.1,3.1
"Kensington and Chelsea 009B","E01002866",848,23,825,262,81,2.1,4.2,2.1
"Kensington and Chelsea 009C","E01002867",998,58,940,374,119,2.0,3.7,1.9
"Kensington and Chelsea 009D","E01002868",725,12,713,78,30,2.3,5.7,2.9
"Kensington and Chelsea 009E","E01002869",768,38,730,200,58,2.0,3.9,2.0
"Kensington and Chelsea 010A","E01002887",807,73,734,219,35,1.7,3.7,1.9
"Kensington and Chelsea 010B","E01002889",579,25,554,94,25,1.9,4.5,2.3
"Kensington and Chelsea 010C","E01002890",705,21,684,52,24,2.6,6.7,3.4
"Kensington and Chelsea 010D","E01002891",718,31,687,119,37,2.0,4.8,2.4
"Kensington and Chelsea 010E","E01002892",920,59,861,242,68,2.0,3.9,2.0
"Kensington and Chelsea 011A","E01002813",835,32,803,147,19,2.1,5.0,2.5
"Kensington and Chelsea 011B","E01002815",755,33,722,253,67,1.9,3.7,1.9
"Kensington and Chelsea 011C","E01002816",693,69,624,220,31,1.9,4.2,2.3
"Kensington and Chelsea 011D","E01002817",709,25,684,88,38,2.2,5.6,2.8
"Kensington and Chelsea 011E","E01002865",544,6,538,36,19,2.5,6.3,3.2
"Kensington and Chelsea 012A","E01002818",1170,73,1097,273,74,1.7,4.0,1.9
"Kensington and Chelsea 012B","E01002819",853,51,802,191,42,1.9,4.5,2.2
"Kensington and Chelsea 012C","E01002859",866,45,821,153,48,1.9,4.3,2.0
"Kensington and Chelsea 012D","E01002860",777,47,730,120,28,1.9,4.8,2.3
"Kensington and Chelsea 012E","E01002863",792,26,766,107,33,1.8,4.7,2.2
"Kensington and Chelsea 013A","E01002812",895,79,816,275,75,2.0,3.7,1.9
"Kensington and Chelsea 013B","E01002834",718,53,665,213,47,2.0,3.9,2.0
"Kensington and Chelsea 013C","E01002839",978,69,909,440,91,1.6,3.1,1.6
"Kensington and Chelsea 013D","E01002850",682,40,642,269,68,2.0,3.8,2.1
"Kensington and Chelsea 013E","E01002888",1149,87,1062,349,106,1.8,3.6,1.8
